t_wall,scenario,anchor,tag_mac,distance_m,rssi,samples,ts_dev
1775826056.614795,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,27,13963
1775826061.984146,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,26,19332
1775826067.3033583,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,24651
1775826072.6322002,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,23,29977
1775826077.9700685,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,27,35314
1775826083.5911343,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,40938
1775826088.924717,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,46268
1775826094.5495188,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,51895
1775826102.5801191,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,24,59927
1775826107.960289,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,27,65307
1775826122.5045938,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,26,79851
1775826128.0366936,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,26,85383
1775826133.3350642,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,24,90681
1775826138.684042,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,22,96027
1775826144.3173175,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,101662
1775826149.8281271,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,24,107173
1775826155.1644232,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,112510
1775826160.7974713,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,24,118143
1775826166.736597,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,27,124082
1775826172.060623,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,24,129406
1775826177.3859808,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,28,134731
1775826182.71486,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,21,140060
1775826191.6402204,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,29,148985
1775826199.705184,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,157050
1775826205.0346713,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,24,162379
1775826210.3584573,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,167703
1775826215.7045667,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,24,173049
1775826221.0105963,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,25,178355
1775826226.6536698,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,27,183992
1775826233.5095165,LOS,A2,a0:f2:62:a4:7d:a2,5.0,-82.0,28,190849
